lifecycle_id,work_id,cost_channel,value,unit,denominator,reporting_status,component_or_proxy,evidence_locator,interpretation_limit
LC-EFF-0132,kalashnikov2018qtopt,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0133,kalashnikov2018qtopt,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0134,kalashnikov2018qtopt,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0135,kalashnikov2018qtopt,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0136,kalashnikov2018qtopt,prior_data_cost,existing grasp data are progressively aggregated,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0137,kalashnikov2022mtopt,active_human_time,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0138,kalashnikov2022mtopt,standby_monitoring_time,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0139,kalashnikov2022mtopt,reset_recovery_cost,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0140,kalashnikov2022mtopt,engineering_setup_time,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0141,kalashnikov2022mtopt,safety_exposure,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0142,kalashnikov2022mtopt,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0143,kalashnikov2022mtopt,failed_development_runs,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.15–17 appendix, Table IV",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0144,kalashnikov2022mtopt,prior_data_cost,continually accumulated multi-task fleet replay,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,"PDF p.1 abstract; pp.15–17 appendix, Table IV","An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0145,riedmiller2018sacx,active_human_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0146,riedmiller2018sacx,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0147,riedmiller2018sacx,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0148,riedmiller2018sacx,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0149,riedmiller2018sacx,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0150,riedmiller2018sacx,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0151,riedmiller2018sacx,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0152,riedmiller2018sacx,prior_data_cost,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.4 and physical-robot figure,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0153,nair2020awac,active_human_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0154,nair2020awac,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0155,nair2020awac,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0156,nair2020awac,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0157,nair2020awac,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0158,nair2020awac,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0159,nair2020awac,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0160,nair2020awac,prior_data_cost,200; 500; 50 behavior-cloned prior trajectories in addition to 39 demonstrations,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0161,singh2021cog,active_human_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0162,singh2021cog,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0163,singh2021cog,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0164,singh2021cog,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0165,singh2021cog,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0166,singh2021cog,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0167,singh2021cog,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.8 Sec. 5.2 and real-robot table,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0168,singh2021cog,prior_data_cost,80k prior transitions/20 h plus 80k new-task transitions/34 h,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.8 Sec. 5.2 and real-robot table,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0169,kumar2023ptr,active_human_time,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0170,kumar2023ptr,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0171,kumar2023ptr,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0172,kumar2023ptr,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0173,kumar2023ptr,safety_exposure,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0174,kumar2023ptr,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0175,kumar2023ptr,failed_development_runs,NR,NR,NR,not_reported,none located,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0176,kumar2023ptr,prior_data_cost,"1,850 trajectories/31 tasks; Bridge dataset 5,920 trajectories/80 tasks in another setup",source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0177,chebotar2023qtransformer,active_human_time,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0178,chebotar2023qtransformer,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0179,chebotar2023qtransformer,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0180,chebotar2023qtransformer,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0181,chebotar2023qtransformer,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0182,chebotar2023qtransformer,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0183,chebotar2023qtransformer,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0184,chebotar2023qtransformer,prior_data_cost,38k demonstrations plus 20k autonomous failed episodes,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0185,nair2018rig,active_human_time,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0186,nair2018rig,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0187,nair2018rig,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0188,nair2018rig,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0189,nair2018rig,safety_exposure,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0190,nair2018rig,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0191,nair2018rig,failed_development_runs,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0192,nair2018rig,prior_data_cost,NR,NR,NR,not_reported,none located,PDF pp.8–9 Sec. 5.3,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0193,gupta2021resetfreemtl,active_human_time,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0194,gupta2021resetfreemtl,standby_monitoring_time,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0195,gupta2021resetfreemtl,reset_recovery_cost,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0196,gupta2021resetfreemtl,engineering_setup_time,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0197,gupta2021resetfreemtl,safety_exposure,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0198,gupta2021resetfreemtl,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0199,gupta2021resetfreemtl,failed_development_runs,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0200,gupta2021resetfreemtl,prior_data_cost,NR,NR,NR,not_reported,none located,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0201,yang2020dataefficientlegged,active_human_time,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0202,yang2020dataefficientlegged,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0203,yang2020dataefficientlegged,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0204,yang2020dataefficientlegged,engineering_setup_time,approximately 10 total vs 4.5 interaction,min,single robot experiment,source_reported_component,combined boundary; setup component cannot be isolated,PDF p.2 contribution summary; p.8 conclusion,Reported component does not constitute a full lifecycle-channel total.
LC-EFF-0205,yang2020dataefficientlegged,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0206,yang2020dataefficientlegged,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0207,yang2020dataefficientlegged,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0208,yang2020dataefficientlegged,prior_data_cost,NR,NR,NR,not_reported,none located,PDF p.2 contribution summary; p.8 conclusion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0209,nagabandi2019metarl,active_human_time,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0210,nagabandi2019metarl,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0211,nagabandi2019metarl,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0212,nagabandi2019metarl,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0213,nagabandi2019metarl,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0214,nagabandi2019metarl,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0215,nagabandi2019metarl,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.9 Sec. 5.4,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0216,nagabandi2019metarl,prior_data_cost,random-policy data on three terrains plus model meta-training,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.9 Sec. 5.4,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0217,cully2015adaptanimals,active_human_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0218,cully2015adaptanimals,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0219,cully2015adaptanimals,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0220,cully2015adaptanimals,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0221,cully2015adaptanimals,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0222,cully2015adaptanimals,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0223,cully2015adaptanimals,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.1 abstract; Methods pp.18 and 20,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0224,cully2015adaptanimals,prior_data_cost,millions of simulated behaviors populate a repertoire before deployment,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF p.1 abstract; Methods pp.18 and 20,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0225,chatzilygeroudis2017blackdrops,active_human_time,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0226,chatzilygeroudis2017blackdrops,standby_monitoring_time,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0227,chatzilygeroudis2017blackdrops,reset_recovery_cost,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0228,chatzilygeroudis2017blackdrops,engineering_setup_time,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0229,chatzilygeroudis2017blackdrops,safety_exposure,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0230,chatzilygeroudis2017blackdrops,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0231,chatzilygeroudis2017blackdrops,failed_development_runs,NR,NR,NR,not_reported,none located,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0232,chatzilygeroudis2017blackdrops,prior_data_cost,one random physical episode initializes search,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0233,johannink2019residual,active_human_time,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0234,johannink2019residual,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0235,johannink2019residual,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0236,johannink2019residual,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0237,johannink2019residual,safety_exposure,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0238,johannink2019residual,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0239,johannink2019residual,failed_development_runs,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and physical result figures,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0240,johannink2019residual,prior_data_cost,hand-engineered base controller; optional simulation pretraining,source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF pp.5–6 Sec. IV and physical result figures,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0241,zhou2023realorl,active_human_time,>270,human-h,combined corpus operation,source_reported,full reported component; role split NR,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,Reported component does not constitute a full lifecycle-channel total.
LC-EFF-0242,zhou2023realorl,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0243,zhou2023realorl,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0244,zhou2023realorl,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0245,zhou2023realorl,safety_exposure,NR,NR,NR,not_reported,none located,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0246,zhou2023realorl,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0247,zhou2023realorl,failed_development_runs,NR,NR,NR,not_reported,none located,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0248,zhou2023realorl,prior_data_cost,"more than 6,500 trajectories across training and extensive evaluation",source-reported asset/count description,upstream asset boundary,source_reported_component,prior-data component; labor/collection total may remain NR,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,"An inherited asset is located, but its full robot/person/compute cost is not necessarily reported."
LC-EFF-0249,wurss2023locality,active_human_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0250,wurss2023locality,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0251,wurss2023locality,reset_recovery_cost,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0252,wurss2023locality,engineering_setup_time,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0253,wurss2023locality,safety_exposure,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0254,wurss2023locality,wear_maintenance_downtime,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0255,wurss2023locality,failed_development_runs,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0256,wurss2023locality,prior_data_cost,NR,NR,NR,not_reported,none located,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0257,lancaster2024modemv2,active_human_time,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
LC-EFF-0258,lancaster2024modemv2,standby_monitoring_time,NR,NR,NR,not_reported,none located,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,No complete quantitative value for this lifecycle channel was located; NR is not zero.
