claim_evidence_id,claim_id,evidence_id,relation,executable_filter,expected_count,member_work_ids,source_locator,notes
CE-EFF-0133,CL-EFF-013,QE-EFF-0178,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,kalashnikov2018qtopt,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0134,CL-EFF-013,QE-EFF-0189,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,kalashnikov2022mtopt,"PDF p.1 abstract; pp.15–17 appendix, Table IV",Full executable-filter membership; NR is not zero.
CE-EFF-0135,CL-EFF-013,QE-EFF-0200,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,riedmiller2018sacx,PDF p.8 Sec. 5.4 and physical-robot figure,Full executable-filter membership; NR is not zero.
CE-EFF-0136,CL-EFF-013,QE-EFF-0244,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,chebotar2023qtransformer,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,Full executable-filter membership; NR is not zero.
CE-EFF-0137,CL-EFF-013,QE-EFF-0266,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,gupta2021resetfreemtl,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",Full executable-filter membership; NR is not zero.
CE-EFF-0138,CL-EFF-013,QE-EFF-0288,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,nagabandi2019metarl,PDF p.9 Sec. 5.4,Full executable-filter membership; NR is not zero.
CE-EFF-0139,CL-EFF-013,QE-EFF-0299,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,cully2015adaptanimals,PDF p.1 abstract; Methods pp.18 and 20,Full executable-filter membership; NR is not zero.
CE-EFF-0140,CL-EFF-013,QE-EFF-0310,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,chatzilygeroudis2017blackdrops,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,Full executable-filter membership; NR is not zero.
CE-EFF-0141,CL-EFF-013,QE-EFF-0332,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,zhou2023realorl,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0142,CL-EFF-013,QE-EFF-0354,missingness_member,quant.metric_name=physical_steps_or_transitions AND quant.reporting_status=not_reported,22,lancaster2024modemv2,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0143,CL-EFF-013,QE-EFF-0003,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,luo2024serl,"PDF p.8 Table 2; pp.4,8",Full executable-filter membership; NR is not zero.
CE-EFF-0144,CL-EFF-013,QE-EFF-0014,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Full executable-filter membership; NR is not zero.
CE-EFF-0145,CL-EFF-013,QE-EFF-0025,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Full executable-filter membership; NR is not zero.
CE-EFF-0146,CL-EFF-013,QE-EFF-0047,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Full executable-filter membership; NR is not zero.
CE-EFF-0147,CL-EFF-013,QE-EFF-0058,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Full executable-filter membership; NR is not zero.
CE-EFF-0148,CL-EFF-013,QE-EFF-0069,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,mendonca2025continuous,"PDF pp.4,7–8,16",Full executable-filter membership; NR is not zero.
CE-EFF-0149,CL-EFF-013,QE-EFF-0080,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Full executable-filter membership; NR is not zero.
CE-EFF-0150,CL-EFF-013,QE-EFF-0091,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,hu2025robottrainsrobot,"PDF pp.2,6",Full executable-filter membership; NR is not zero.
CE-EFF-0151,CL-EFF-013,QE-EFF-0113,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Full executable-filter membership; NR is not zero.
CE-EFF-0152,CL-EFF-013,QE-EFF-0168,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Full executable-filter membership; NR is not zero.
CE-EFF-0153,CL-EFF-013,QE-EFF-0212,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0154,CL-EFF-013,QE-EFF-0234,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0155,CL-EFF-013,QE-EFF-0256,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,nair2018rig,PDF pp.8–9 Sec. 5.3,Full executable-filter membership; NR is not zero.
CE-EFF-0156,CL-EFF-013,QE-EFF-0267,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,gupta2021resetfreemtl,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",Full executable-filter membership; NR is not zero.
CE-EFF-0157,CL-EFF-013,QE-EFF-0289,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,nagabandi2019metarl,PDF p.9 Sec. 5.4,Full executable-filter membership; NR is not zero.
CE-EFF-0158,CL-EFF-013,QE-EFF-0322,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,johannink2019residual,PDF pp.5–6 Sec. IV and physical result figures,Full executable-filter membership; NR is not zero.
CE-EFF-0159,CL-EFF-013,QE-EFF-0344,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,wurss2023locality,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,Full executable-filter membership; NR is not zero.
CE-EFF-0160,CL-EFF-013,QE-EFF-0355,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,lancaster2024modemv2,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0161,CL-EFF-013,QE-EFF-0366,missingness_member,quant.metric_name=physical_episodes_or_rollouts AND quant.reporting_status=not_reported,19,sharma2023medalpp,PDF p.7 Figs. 5–6 and Table 6,Full executable-filter membership; NR is not zero.
CE-EFF-0162,CL-EFF-014,QE-EFF-0005,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,luo2024serl,"PDF p.8 Table 2; pp.4,8",Full executable-filter membership; NR is not zero.
CE-EFF-0163,CL-EFF-014,QE-EFF-0016,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Full executable-filter membership; NR is not zero.
CE-EFF-0164,CL-EFF-014,QE-EFF-0027,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Full executable-filter membership; NR is not zero.
CE-EFF-0165,CL-EFF-014,QE-EFF-0060,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Full executable-filter membership; NR is not zero.
CE-EFF-0166,CL-EFF-014,QE-EFF-0082,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Full executable-filter membership; NR is not zero.
CE-EFF-0167,CL-EFF-014,QE-EFF-0093,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,hu2025robottrainsrobot,"PDF pp.2,6",Full executable-filter membership; NR is not zero.
CE-EFF-0168,CL-EFF-014,QE-EFF-0104,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Full executable-filter membership; NR is not zero.
CE-EFF-0169,CL-EFF-014,QE-EFF-0115,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Full executable-filter membership; NR is not zero.
CE-EFF-0170,CL-EFF-014,QE-EFF-0148,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Full executable-filter membership; NR is not zero.
CE-EFF-0171,CL-EFF-014,QE-EFF-0159,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Full executable-filter membership; NR is not zero.
CE-EFF-0172,CL-EFF-014,QE-EFF-0192,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,kalashnikov2022mtopt,"PDF p.1 abstract; pp.15–17 appendix, Table IV",Full executable-filter membership; NR is not zero.
CE-EFF-0173,CL-EFF-014,QE-EFF-0214,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0174,CL-EFF-014,QE-EFF-0236,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0175,CL-EFF-014,QE-EFF-0247,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,chebotar2023qtransformer,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,Full executable-filter membership; NR is not zero.
CE-EFF-0176,CL-EFF-014,QE-EFF-0302,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,cully2015adaptanimals,PDF p.1 abstract; Methods pp.18 and 20,Full executable-filter membership; NR is not zero.
CE-EFF-0177,CL-EFF-014,QE-EFF-0313,missingness_member,quant.metric_name=active_or_aggregate_robot_hours AND quant.reporting_status=not_reported,16,chatzilygeroudis2017blackdrops,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,Full executable-filter membership; NR is not zero.
CE-EFF-0178,CL-EFF-014,QE-EFF-0160,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Full executable-filter membership; NR is not zero.
CE-EFF-0179,CL-EFF-014,QE-EFF-0182,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,kalashnikov2018qtopt,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0180,CL-EFF-014,QE-EFF-0215,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0181,CL-EFF-014,QE-EFF-0226,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,singh2021cog,PDF p.8 Sec. 5.2 and real-robot table,Full executable-filter membership; NR is not zero.
CE-EFF-0182,CL-EFF-014,QE-EFF-0237,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0183,CL-EFF-014,QE-EFF-0248,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,chebotar2023qtransformer,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,Full executable-filter membership; NR is not zero.
CE-EFF-0184,CL-EFF-014,QE-EFF-0314,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,chatzilygeroudis2017blackdrops,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,Full executable-filter membership; NR is not zero.
CE-EFF-0185,CL-EFF-014,QE-EFF-0336,missingness_member,quant.metric_name=elapsed_wall_clock AND quant.reporting_status=not_reported,8,zhou2023realorl,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0186,CL-EFF-015,QE-EFF-0019,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Full executable-filter membership; NR is not zero.
CE-EFF-0187,CL-EFF-015,QE-EFF-0030,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Full executable-filter membership; NR is not zero.
CE-EFF-0188,CL-EFF-015,QE-EFF-0041,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Full executable-filter membership; NR is not zero.
CE-EFF-0189,CL-EFF-015,QE-EFF-0052,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Full executable-filter membership; NR is not zero.
CE-EFF-0190,CL-EFF-015,QE-EFF-0063,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Full executable-filter membership; NR is not zero.
CE-EFF-0191,CL-EFF-015,QE-EFF-0085,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Full executable-filter membership; NR is not zero.
CE-EFF-0192,CL-EFF-015,QE-EFF-0118,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Full executable-filter membership; NR is not zero.
CE-EFF-0193,CL-EFF-015,QE-EFF-0140,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,haarnoja2019walk,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,Full executable-filter membership; NR is not zero.
CE-EFF-0194,CL-EFF-015,QE-EFF-0151,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Full executable-filter membership; NR is not zero.
CE-EFF-0195,CL-EFF-015,QE-EFF-0162,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Full executable-filter membership; NR is not zero.
CE-EFF-0196,CL-EFF-015,QE-EFF-0206,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,riedmiller2018sacx,PDF p.8 Sec. 5.4 and physical-robot figure,Full executable-filter membership; NR is not zero.
CE-EFF-0197,CL-EFF-015,QE-EFF-0217,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0198,CL-EFF-015,QE-EFF-0228,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,singh2021cog,PDF p.8 Sec. 5.2 and real-robot table,Full executable-filter membership; NR is not zero.
CE-EFF-0199,CL-EFF-015,QE-EFF-0239,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0200,CL-EFF-015,QE-EFF-0261,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,nair2018rig,PDF pp.8–9 Sec. 5.3,Full executable-filter membership; NR is not zero.
CE-EFF-0201,CL-EFF-015,QE-EFF-0272,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,gupta2021resetfreemtl,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",Full executable-filter membership; NR is not zero.
CE-EFF-0202,CL-EFF-015,QE-EFF-0283,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,yang2020dataefficientlegged,PDF p.2 contribution summary; p.8 conclusion,Full executable-filter membership; NR is not zero.
CE-EFF-0203,CL-EFF-015,QE-EFF-0294,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,nagabandi2019metarl,PDF p.9 Sec. 5.4,Full executable-filter membership; NR is not zero.
CE-EFF-0204,CL-EFF-015,QE-EFF-0327,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,johannink2019residual,PDF pp.5–6 Sec. IV and physical result figures,Full executable-filter membership; NR is not zero.
CE-EFF-0205,CL-EFF-015,QE-EFF-0360,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,lancaster2024modemv2,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0206,CL-EFF-015,QE-EFF-0371,missingness_member,quant.metric_name=reported_compute_resource_or_duration AND quant.reporting_status=not_reported,21,sharma2023medalpp,PDF p.7 Figs. 5–6 and Table 6,Full executable-filter membership; NR is not zero.
CE-EFF-0207,CL-EFF-016,QE-EFF-0004,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,luo2024serl,"PDF p.8 Table 2; pp.4,8",Full executable-filter membership; NR is not zero.
CE-EFF-0208,CL-EFF-016,QE-EFF-0015,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,luo2025hilserl,"PDF p.13 Table 1; pp.15,33–49",Full executable-filter membership; NR is not zero.
CE-EFF-0209,CL-EFF-016,QE-EFF-0026,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,liu2026autoserl,PDF p.10 Table 1; p.12 Table 2; limitation section,Full executable-filter membership; NR is not zero.
CE-EFF-0210,CL-EFF-016,QE-EFF-0037,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,walke2023ariel,Main PDF pp.6–7; supplement p.14 Table 5,Full executable-filter membership; NR is not zero.
CE-EFF-0211,CL-EFF-016,QE-EFF-0048,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,sun2022relmm,"PDF pp.1–2,5–6; Table 1",Full executable-filter membership; NR is not zero.
CE-EFF-0212,CL-EFF-016,QE-EFF-0059,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,hu2023reboot,PDF pp.7–8; appendix E/F p.20,Full executable-filter membership; NR is not zero.
CE-EFF-0213,CL-EFF-016,QE-EFF-0070,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,mendonca2025continuous,"PDF pp.4,7–8,16",Full executable-filter membership; NR is not zero.
CE-EFF-0214,CL-EFF-016,QE-EFF-0081,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,stachowicz2023fastrlap,"PDF pp.2–7,10; p.14 Table 4",Full executable-filter membership; NR is not zero.
CE-EFF-0215,CL-EFF-016,QE-EFF-0092,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,hu2025robottrainsrobot,"PDF pp.2,6",Full executable-filter membership; NR is not zero.
CE-EFF-0216,CL-EFF-016,QE-EFF-0103,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,sharma2026worldgymnast,"PDF pp.4–7,15–16; appendix A.4 Table 5",Full executable-filter membership; NR is not zero.
CE-EFF-0217,CL-EFF-016,QE-EFF-0114,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,zhao2025silri,"PDF pp.5,7,9–10,13 Table II",Full executable-filter membership; NR is not zero.
CE-EFF-0218,CL-EFF-016,QE-EFF-0125,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,yin2026playworld,"PDF pp.2,4–7,10,23",Full executable-filter membership; NR is not zero.
CE-EFF-0219,CL-EFF-016,QE-EFF-0147,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,zhan2022ferm,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,Full executable-filter membership; NR is not zero.
CE-EFF-0220,CL-EFF-016,QE-EFF-0158,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Full executable-filter membership; NR is not zero.
CE-EFF-0221,CL-EFF-016,QE-EFF-0169,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,wu2023daydreamer,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,Full executable-filter membership; NR is not zero.
CE-EFF-0222,CL-EFF-016,QE-EFF-0180,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,kalashnikov2018qtopt,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0223,CL-EFF-016,QE-EFF-0191,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,kalashnikov2022mtopt,"PDF p.1 abstract; pp.15–17 appendix, Table IV",Full executable-filter membership; NR is not zero.
CE-EFF-0224,CL-EFF-016,QE-EFF-0202,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,riedmiller2018sacx,PDF p.8 Sec. 5.4 and physical-robot figure,Full executable-filter membership; NR is not zero.
CE-EFF-0225,CL-EFF-016,QE-EFF-0213,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0226,CL-EFF-016,QE-EFF-0224,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,singh2021cog,PDF p.8 Sec. 5.2 and real-robot table,Full executable-filter membership; NR is not zero.
CE-EFF-0227,CL-EFF-016,QE-EFF-0235,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0228,CL-EFF-016,QE-EFF-0246,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,chebotar2023qtransformer,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,Full executable-filter membership; NR is not zero.
CE-EFF-0229,CL-EFF-016,QE-EFF-0257,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,nair2018rig,PDF pp.8–9 Sec. 5.3,Full executable-filter membership; NR is not zero.
CE-EFF-0230,CL-EFF-016,QE-EFF-0268,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,gupta2021resetfreemtl,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",Full executable-filter membership; NR is not zero.
CE-EFF-0231,CL-EFF-016,QE-EFF-0279,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,yang2020dataefficientlegged,PDF p.2 contribution summary; p.8 conclusion,Full executable-filter membership; NR is not zero.
CE-EFF-0232,CL-EFF-016,QE-EFF-0301,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,cully2015adaptanimals,PDF p.1 abstract; Methods pp.18 and 20,Full executable-filter membership; NR is not zero.
CE-EFF-0233,CL-EFF-016,QE-EFF-0312,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,chatzilygeroudis2017blackdrops,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,Full executable-filter membership; NR is not zero.
CE-EFF-0234,CL-EFF-016,QE-EFF-0323,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,johannink2019residual,PDF pp.5–6 Sec. IV and physical result figures,Full executable-filter membership; NR is not zero.
CE-EFF-0235,CL-EFF-016,QE-EFF-0334,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,zhou2023realorl,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0236,CL-EFF-016,QE-EFF-0367,missingness_member,quant.metric_name=control_frequency AND quant.reporting_status=not_reported,30,sharma2023medalpp,PDF p.7 Figs. 5–6 and Table 6,Full executable-filter membership; NR is not zero.
CE-EFF-0237,CL-EFF-025,QE-EFF-0155,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,tebbe2021tabletennis,PDF p.5 Sec. IV; p.6 Sec. V,Full executable-filter membership; NR is not zero.
CE-EFF-0238,CL-EFF-025,QE-EFF-0210,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,nair2020awac,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,Full executable-filter membership; NR is not zero.
CE-EFF-0239,CL-EFF-025,QE-EFF-0221,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,singh2021cog,PDF p.8 Sec. 5.2 and real-robot table,Full executable-filter membership; NR is not zero.
CE-EFF-0240,CL-EFF-025,QE-EFF-0232,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,kumar2023ptr,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,Full executable-filter membership; NR is not zero.
CE-EFF-0241,CL-EFF-025,QE-EFF-0243,missingness_member,quant.metric_name=reported_phase_duration AND quant.reporting_status=not_reported,7,chebotar2023qtransformer,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,Full executable-filter membership; NR is not zero.
