claim_id,work_id,metric_family,metric_name,value,unit,denominator,comparison_baseline,physical_platform,evidence_locator,source_grade,reporting_status,interpretation_limit
QE-EFF-0086,stachowicz2023fastrlap,human_input,demonstration_count,"one manually driven slow lap, usually <1 min",demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,small autonomous ground vehicle,"PDF pp.2–7,10; p.14 Table 4",A,source_reported_approximate,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Headline under-20-minute claim must be kept beside longer plot horizon"
QE-EFF-0087,stachowicz2023fastrlap,evaluation,evaluation_trial_count,NR,NR,NR,NR,small autonomous ground vehicle,"PDF pp.2–7,10; p.14 Table 4",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Headline under-20-minute claim must be kept beside longer plot horizon
QE-EFF-0088,stachowicz2023fastrlap,performance,reported_success_result,two courses approach human performance after 30 min,task-defined success/result,success definition recorded for the work,NR,small autonomous ground vehicle,"PDF pp.2–7,10; p.14 Table 4",A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Headline under-20-minute claim must be kept beside longer plot horizon
QE-EFF-0089,hu2025robottrainsrobot,time,reported_phase_duration,20 min walking; 15 min swing-up headline,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0090,hu2025robottrainsrobot,physical_interaction,physical_steps_or_transitions,50000 suboptimal transitions for swing-up pretraining stage,steps/transitions,reported physical collection or fine-tuning scope,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0091,hu2025robottrainsrobot,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0092,hu2025robottrainsrobot,control,control_frequency,NR,NR,NR,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0093,hu2025robottrainsrobot,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0094,hu2025robottrainsrobot,time,elapsed_wall_clock,20 and 15 min headline,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0095,hu2025robottrainsrobot,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0096,hu2025robottrainsrobot,compute,reported_compute_resource_or_duration,learning workstation,hardware description,learner compute configuration,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0097,hu2025robottrainsrobot,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR"
QE-EFF-0098,hu2025robottrainsrobot,evaluation,evaluation_trial_count,NR,NR,NR,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,not_reported,Metric is NR in the verified source audit; NR is not zero. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0099,hu2025robottrainsrobot,performance,reported_success_result,headline successful adaptation; exact endpoint by plot,task-defined success/result,success definition recorded for the work,NR,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Unclear whether 15 min includes all three swing-up stages; operator monitoring NR
QE-EFF-0100,sharma2026worldgymnast,time,reported_phase_duration,main RL 1–2 days in model; optional ~100 real trajectories/task,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0101,sharma2026worldgymnast,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0102,sharma2026worldgymnast,physical_interaction,physical_episodes_or_rollouts,~100 real trajectories/task in optional Dyna experiment,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported_approximate,Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0103,sharma2026worldgymnast,control,control_frequency,NR,NR,NR,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0104,sharma2026worldgymnast,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0105,sharma2026worldgymnast,time,elapsed_wall_clock,24–48 h compute for full-parameter RL,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0106,sharma2026worldgymnast,parallelism,primary_data_robot_count,NR,NR,NR,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,not_reported,The paper names real evaluation hardware but gives no numeric primary physical actor count for the in-model training result. NR is not zero.
QE-EFF-0107,sharma2026worldgymnast,compute,reported_compute_resource_or_duration,4×H200 140GB for RL; 2×A100 80GB and 580k world-model steps,hardware or compute-time as reported,"reported training job, model, or online system",NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0108,sharma2026worldgymnast,human_input,demonstration_count,BridgeData/OpenVLA expert data; optional real trajectories,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Main experiment is not online physical RL; total inherited data collection is not reported"
QE-EFF-0109,sharma2026worldgymnast,evaluation,evaluation_trial_count,10 trials repeated 5 times per policy-task,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0110,sharma2026worldgymnast,performance,reported_success_result,task-specific results in Tables 1–2,task-defined success/result,success definition recorded for the work,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Main experiment is not online physical RL; total inherited data collection is not reported
QE-EFF-0111,zhao2025silri,time,reported_phase_duration,40–65 min per task,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0112,zhao2025silri,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0113,zhao2025silri,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0114,zhao2025silri,control,control_frequency,NR,NR,NR,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0115,zhao2025silri,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0116,zhao2025silri,time,elapsed_wall_clock,40–65 min per task,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0117,zhao2025silri,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0118,zhao2025silri,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,not_reported,Metric is NR in the verified source audit; NR is not zero. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0119,zhao2025silri,human_input,demonstration_count,20,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Operator-minutes/event counts absent; project page and arXiv v1 scope differ"
QE-EFF-0120,zhao2025silri,evaluation,evaluation_trial_count,15,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0121,zhao2025silri,performance,reported_success_result,disturbance 0.93/0.47/0.53/0.80; original 1.00/0.67/1.00/0.87 on four tasks,task-defined success/result,success definition recorded for the work,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Operator-minutes/event counts absent; project page and arXiv v1 scope differ
QE-EFF-0122,yin2026playworld,time,reported_phase_duration,up to 8 h continuous collection; 30 h total play; world model 2 days,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0123,yin2026playworld,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,not_reported,Metric is NR in the verified source audit; NR is not zero. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0124,yin2026playworld,physical_interaction,physical_episodes_or_rollouts,10–20 imagined episodes; physical data in hours,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0125,yin2026playworld,control,control_frequency,NR,NR,NR,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,not_reported,Metric is NR in the verified source audit; NR is not zero. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0126,yin2026playworld,time,active_or_aggregate_robot_hours,30,robot-hours,reported physical interaction or corpus-collection scope,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0127,yin2026playworld,time,elapsed_wall_clock,30 h play; 48 h world-model compute,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0128,yin2026playworld,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Elapsed speedup and aggregate robot-hours must be separated. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0129,yin2026playworld,compute,reported_compute_resource_or_duration,8×H200 for 2 days,hardware or compute-time as reported,"reported training job, model, or online system",NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0130,yin2026playworld,human_input,demonstration_count,5–10 demonstrations for downstream diffusion policies,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. No method-specific code; end-to-end cost and reset metrics NR"
QE-EFF-0131,yin2026playworld,evaluation,evaluation_trial_count,20,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0132,yin2026playworld,performance,reported_success_result,up to +65 percentage points versus baseline video model on two tasks,task-defined success/result,success definition recorded for the work,Comparator embedded in value; use the same task/protocol and inspect locator,DROID hardware setup,"PDF pp.2,4–7,10,23",B,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. No method-specific code; end-to-end cost and reset metrics NR
QE-EFF-0133,haarnoja2019walk,time,reported_phase_duration,approximately 2 h,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0134,haarnoja2019walk,physical_interaction,physical_steps_or_transitions,160000 control steps,steps/transitions,reported physical collection or fine-tuning scope,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported,Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0135,haarnoja2019walk,physical_interaction,physical_episodes_or_rollouts,approximately 400 rollouts,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported_approximate,Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0136,haarnoja2019walk,control,control_frequency,50,Hz,physical action/control loop where reported,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported,Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0137,haarnoja2019walk,time,active_or_aggregate_robot_hours,approximately 2,robot-hours,reported physical interaction or corpus-collection scope,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0138,haarnoja2019walk,time,elapsed_wall_clock,approximately 2,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0139,haarnoja2019walk,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0140,haarnoja2019walk,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0141,haarnoja2019walk,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Single reported hardware learning run; no uncertainty on time-to-threshold"
QE-EFF-0142,haarnoja2019walk,evaluation,evaluation_trial_count,10,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0143,haarnoja2019walk,performance,reported_success_result,learned from scratch in approximately 2 h; 10/10 successes in each reported robustness test,task-defined success/result,success definition recorded for the work,NR,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. Single reported hardware learning run; no uncertainty on time-to-threshold
QE-EFF-0144,zhan2022ferm,time,reported_phase_duration,mean under 30 min; 15–50 min task range,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No study-wide robot-hour total or operator-time accounting
QE-EFF-0145,zhan2022ferm,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No study-wide robot-hour total or operator-time accounting
QE-EFF-0146,zhan2022ferm,physical_interaction,physical_episodes_or_rollouts,20–80 episodes,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported,No study-wide robot-hour total or operator-time accounting
QE-EFF-0147,zhan2022ferm,control,control_frequency,NR,NR,NR,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No study-wide robot-hour total or operator-time accounting
QE-EFF-0148,zhan2022ferm,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No study-wide robot-hour total or operator-time accounting
QE-EFF-0149,zhan2022ferm,time,elapsed_wall_clock,0.25–0.83 h,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. No study-wide robot-hour total or operator-time accounting
QE-EFF-0150,zhan2022ferm,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. No study-wide robot-hour total or operator-time accounting
QE-EFF-0151,zhan2022ferm,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No study-wide robot-hour total or operator-time accounting
QE-EFF-0152,zhan2022ferm,human_input,demonstration_count,10,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. No study-wide robot-hour total or operator-time accounting"
QE-EFF-0153,zhan2022ferm,evaluation,evaluation_trial_count,NR,NR,NR,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,not_reported,Metric is NR in the verified source audit; NR is not zero. No study-wide robot-hour total or operator-time accounting
QE-EFF-0154,zhan2022ferm,performance,reported_success_result,optimal policies within 15–50 min and 20–80 episodes; first success mean 11 min with 3–33 min range,task-defined success/result,success definition recorded for the work,NR,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. No study-wide robot-hour total or operator-time accounting
QE-EFF-0155,tebbe2021tabletennis,time,reported_phase_duration,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0156,tebbe2021tabletennis,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0157,tebbe2021tabletennis,physical_interaction,physical_episodes_or_rollouts,200,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,source_reported,Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0158,tebbe2021tabletennis,control,control_frequency,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0159,tebbe2021tabletennis,time,active_or_aggregate_robot_hours,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0160,tebbe2021tabletennis,time,elapsed_wall_clock,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0161,tebbe2021tabletennis,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0162,tebbe2021tabletennis,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0163,tebbe2021tabletennis,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Elapsed training time and repeated-run uncertainty are not reported"
QE-EFF-0164,tebbe2021tabletennis,evaluation,evaluation_trial_count,50,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0165,tebbe2021tabletennis,performance,reported_success_result,learning curves reach accurate returns within 200 ball contacts; final 50 episodes reported,task-defined success/result,success definition recorded for the work,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Elapsed training time and repeated-run uncertainty are not reported
QE-EFF-0166,wu2023daydreamer,time,reported_phase_duration,10 min adaptation; 1–10 h from-scratch task runs,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0167,wu2023daydreamer,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per robot/task; operational burden is qualitative rather than totaled
QE-EFF-0168,wu2023daydreamer,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per robot/task; operational burden is qualitative rather than totaled
